CLASS	METHOD	PARAMETER	INDEX
com.bumptech.glide.provider.ResourceDecoderRegistry$Entry	Entry(java.lang.Class,java.lang.Class,com.bumptech.glide.load.ResourceDecoder)	dataClass	0
com.bumptech.glide.provider.ResourceDecoderRegistry$Entry	handles(java.lang.Class,java.lang.Class)	resourceClass	1
com.bumptech.glide.provider.ResourceEncoderRegistry$Entry	Entry(java.lang.Class,com.bumptech.glide.load.ResourceEncoder)	resourceClass	0
com.bumptech.glide.provider.ResourceEncoderRegistry$Entry	Entry(java.lang.Class,com.bumptech.glide.load.ResourceEncoder)	encoder	1
com.bumptech.glide.load.data.DataRewinderRegistry$1	build(java.lang.Object)	data	0
com.bumptech.glide.load.data.DataRewinderRegistry$DefaultRewinder	DefaultRewinder(java.lang.Object)	data	0
com.bumptech.glide.load.resource.transcode.TranscoderRegistry	get(java.lang.Class,java.lang.Class)	transcodedClass	1
com.bumptech.glide.load.resource.transcode.TranscoderRegistry	get(java.lang.Class,java.lang.Class)	resourceClass	0
com.bumptech.glide.load.resource.transcode.TranscoderRegistry	getTranscodeClasses(java.lang.Class,java.lang.Class)	transcodeClass	1
com.bumptech.glide.load.resource.transcode.TranscoderRegistry$Entry	Entry(java.lang.Class,java.lang.Class,com.bumptech.glide.load.resource.transcode.ResourceTranscoder)	fromClass	0
com.bumptech.glide.load.resource.transcode.TranscoderRegistry$Entry	Entry(java.lang.Class,java.lang.Class,com.bumptech.glide.load.resource.transcode.ResourceTranscoder)	transcoder	2
com.bumptech.glide.load.resource.transcode.TranscoderRegistry$Entry	Entry(java.lang.Class,java.lang.Class,com.bumptech.glide.load.resource.transcode.ResourceTranscoder)	toClass	1
com.bumptech.glide.load.resource.transcode.TranscoderRegistry$Entry	handles(java.lang.Class,java.lang.Class)	toClass	1
com.bumptech.glide.provider.ModelToResourceClassCache	get(java.lang.Class,java.lang.Class,java.lang.Class)	transcodeClass	2
com.bumptech.glide.provider.ModelToResourceClassCache	get(java.lang.Class,java.lang.Class,java.lang.Class)	resourceClass	1
com.bumptech.glide.provider.ModelToResourceClassCache	get(java.lang.Class,java.lang.Class,java.lang.Class)	modelClass	0
com.bumptech.glide.load.ImageHeaderParser$ImageType	ImageType(boolean)	hasAlpha	0
com.bumptech.glide.load.engine.LoadPath	LoadPath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,androidx.core.util.Pools.Pool)	transcodeClass	2
com.bumptech.glide.load.engine.LoadPath	LoadPath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,androidx.core.util.Pools.Pool)	resourceClass	1
com.bumptech.glide.load.engine.LoadPath	LoadPath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,androidx.core.util.Pools.Pool)	listPool	4
com.bumptech.glide.load.engine.LoadPath	LoadPath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,androidx.core.util.Pools.Pool)	dataClass	0
com.bumptech.glide.load.engine.LoadPath	loadWithExceptionList(com.bumptech.glide.load.data.DataRewinder,com.bumptech.glide.load.Options,int,int,com.bumptech.glide.load.engine.DecodePath.DecodeCallback,java.util.List)	exceptions	5
com.bumptech.glide.load.engine.DecodePath	DecodePath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,com.bumptech.glide.load.resource.transcode.ResourceTranscoder,androidx.core.util.Pools.Pool)	transcodeClass	2
com.bumptech.glide.load.engine.DecodePath	DecodePath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,com.bumptech.glide.load.resource.transcode.ResourceTranscoder,androidx.core.util.Pools.Pool)	resourceClass	1
com.bumptech.glide.load.engine.DecodePath	DecodePath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,com.bumptech.glide.load.resource.transcode.ResourceTranscoder,androidx.core.util.Pools.Pool)	listPool	5
com.bumptech.glide.load.engine.DecodePath	DecodePath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,com.bumptech.glide.load.resource.transcode.ResourceTranscoder,androidx.core.util.Pools.Pool)	dataClass	0
com.bumptech.glide.load.engine.DecodePath	DecodePath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,com.bumptech.glide.load.resource.transcode.ResourceTranscoder,androidx.core.util.Pools.Pool)	decoders	3
com.bumptech.glide.load.engine.DecodePath	DecodePath(java.lang.Class,java.lang.Class,java.lang.Class,java.util.List,com.bumptech.glide.load.resource.transcode.ResourceTranscoder,androidx.core.util.Pools.Pool)	transcoder	4
com.bumptech.glide.load.engine.DecodePath	decode(com.bumptech.glide.load.data.DataRewinder,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodePath.DecodeCallback)	callback	4
com.bumptech.glide.load.engine.DecodePath	decodeResourceWithList(com.bumptech.glide.load.data.DataRewinder,int,int,com.bumptech.glide.load.Options,java.util.List)	exceptions	4
com.bumptech.glide.load.engine.DecodePath	decodeResourceWithList(com.bumptech.glide.load.data.DataRewinder,int,int,com.bumptech.glide.load.Options,java.util.List)	rewinder	0
com.bumptech.glide.load.Options	get(com.bumptech.glide.load.Option)	option	0
com.bumptech.glide.load.Options	equals(java.lang.Object)	o	0
com.bumptech.glide.load.Options	updateDiskCacheKey(com.bumptech.glide.load.Option,java.lang.Object,java.security.MessageDigest)	option	0
com.bumptech.glide.load.Option	memory(java.lang.String)	key	0
com.bumptech.glide.load.Option	memory(java.lang.String,T)	key	0
com.bumptech.glide.load.Option	memory(java.lang.String,T)	defaultValue	1
com.bumptech.glide.load.Option	disk(java.lang.String,com.bumptech.glide.load.Option.CacheKeyUpdater)	cacheKeyUpdater	1
com.bumptech.glide.load.Option	disk(java.lang.String,com.bumptech.glide.load.Option.CacheKeyUpdater)	key	0
com.bumptech.glide.load.Option	disk(java.lang.String,T,com.bumptech.glide.load.Option.CacheKeyUpdater)	defaultValue	1
com.bumptech.glide.load.Option	disk(java.lang.String,T,com.bumptech.glide.load.Option.CacheKeyUpdater)	cacheKeyUpdater	2
com.bumptech.glide.load.Option	disk(java.lang.String,T,com.bumptech.glide.load.Option.CacheKeyUpdater)	key	0
com.bumptech.glide.load.Option	Option(java.lang.String,T,com.bumptech.glide.load.Option.CacheKeyUpdater)	defaultValue	1
com.bumptech.glide.load.Option	equals(java.lang.Object)	o	0
com.bumptech.glide.load.model.MultiModelLoaderFactory	MultiModelLoaderFactory(androidx.core.util.Pools.Pool,com.bumptech.glide.load.model.MultiModelLoaderFactory.Factory)	throwableListPool	0
com.bumptech.glide.load.model.MultiModelLoaderFactory	MultiModelLoaderFactory(androidx.core.util.Pools.Pool,com.bumptech.glide.load.model.MultiModelLoaderFactory.Factory)	factory	1
com.bumptech.glide.load.model.MultiModelLoaderFactory	add(java.lang.Class,java.lang.Class,com.bumptech.glide.load.model.ModelLoaderFactory,boolean)	modelClass	0
com.bumptech.glide.load.model.MultiModelLoaderFactory	add(java.lang.Class,java.lang.Class,com.bumptech.glide.load.model.ModelLoaderFactory,boolean)	factory	2
com.bumptech.glide.load.model.MultiModelLoaderFactory	add(java.lang.Class,java.lang.Class,com.bumptech.glide.load.model.ModelLoaderFactory,boolean)	dataClass	1
com.bumptech.glide.load.model.MultiModelLoaderFactory	build(java.lang.Class,java.lang.Class)	dataClass	1
com.bumptech.glide.load.model.MultiModelLoaderFactory	build(java.lang.Class,java.lang.Class)	modelClass	0
com.bumptech.glide.load.model.MultiModelLoaderFactory	getFactory(com.bumptech.glide.load.model.MultiModelLoaderFactory.Entry)	entry	0
com.bumptech.glide.load.model.MultiModelLoaderFactory$Entry	Entry(java.lang.Class,java.lang.Class,com.bumptech.glide.load.model.ModelLoaderFactory)	dataClass	1
com.bumptech.glide.load.model.MultiModelLoaderFactory$Entry	Entry(java.lang.Class,java.lang.Class,com.bumptech.glide.load.model.ModelLoaderFactory)	factory	2
com.bumptech.glide.load.model.MultiModelLoaderFactory$Entry	Entry(java.lang.Class,java.lang.Class,com.bumptech.glide.load.model.ModelLoaderFactory)	modelClass	0
com.bumptech.glide.load.model.MultiModelLoaderFactory$Factory	build(java.util.List,androidx.core.util.Pools.Pool)	modelLoaders	0
com.bumptech.glide.load.model.MultiModelLoaderFactory$Factory	build(java.util.List,androidx.core.util.Pools.Pool)	throwableListPool	1
com.bumptech.glide.load.model.MultiModelLoader	MultiModelLoader(java.util.List,androidx.core.util.Pools.Pool)	modelLoaders	0
com.bumptech.glide.load.model.MultiModelLoader	MultiModelLoader(java.util.List,androidx.core.util.Pools.Pool)	exceptionListPool	1
com.bumptech.glide.load.model.MultiModelLoader$MultiFetcher	MultiFetcher(java.util.List,androidx.core.util.Pools.Pool)	throwableListPool	1
com.bumptech.glide.load.model.MultiModelLoader$MultiFetcher	MultiFetcher(java.util.List,androidx.core.util.Pools.Pool)	fetchers	0
com.bumptech.glide.load.model.MultiModelLoader$MultiFetcher	loadData(com.bumptech.glide.Priority,com.bumptech.glide.load.data.DataFetcher.DataCallback)	priority	0
com.bumptech.glide.load.model.MultiModelLoader$MultiFetcher	loadData(com.bumptech.glide.Priority,com.bumptech.glide.load.data.DataFetcher.DataCallback)	callback	1
com.bumptech.glide.load.model.MultiModelLoader$MultiFetcher	onDataReady(Data)	data	0
com.bumptech.glide.util.MultiClassKey	set(java.lang.Class,java.lang.Class,java.lang.Class)	first	0
com.bumptech.glide.util.MultiClassKey	set(java.lang.Class,java.lang.Class,java.lang.Class)	second	1
com.bumptech.glide.util.MultiClassKey	set(java.lang.Class,java.lang.Class,java.lang.Class)	third	2
com.bumptech.glide.util.MultiClassKey	equals(java.lang.Object)	o	0
com.bumptech.glide.load.engine.executor.GlideExecutor	GlideExecutor(java.util.concurrent.ExecutorService)	delegate	0
com.bumptech.glide.load.engine.executor.GlideExecutor$UncaughtThrowableStrategy$2	handle(java.lang.Throwable)	t	0
com.bumptech.glide.load.engine.executor.GlideExecutor$UncaughtThrowableStrategy$3	handle(java.lang.Throwable)	t	0
com.bumptech.glide.load.engine.executor.GlideExecutor$DefaultPriorityThreadFactory	newThread(java.lang.Runnable)	runnable	0
com.bumptech.glide.load.engine.executor.GlideExecutor$DefaultThreadFactory	DefaultThreadFactory(java.util.concurrent.ThreadFactory,java.lang.String,com.bumptech.glide.load.engine.executor.GlideExecutor.UncaughtThrowableStrategy,boolean)	name	1
com.bumptech.glide.load.engine.executor.GlideExecutor$DefaultThreadFactory	DefaultThreadFactory(java.util.concurrent.ThreadFactory,java.lang.String,com.bumptech.glide.load.engine.executor.GlideExecutor.UncaughtThrowableStrategy,boolean)	delegate	0
com.bumptech.glide.load.engine.executor.GlideExecutor$DefaultThreadFactory	DefaultThreadFactory(java.util.concurrent.ThreadFactory,java.lang.String,com.bumptech.glide.load.engine.executor.GlideExecutor.UncaughtThrowableStrategy,boolean)	preventNetworkOperations	3
com.bumptech.glide.load.engine.executor.GlideExecutor$DefaultThreadFactory	DefaultThreadFactory(java.util.concurrent.ThreadFactory,java.lang.String,com.bumptech.glide.load.engine.executor.GlideExecutor.UncaughtThrowableStrategy,boolean)	uncaughtThrowableStrategy	2
com.bumptech.glide.load.engine.executor.GlideExecutor$Builder	Builder(boolean)	preventNetworkOperations	0
com.bumptech.glide.load.engine.executor.GlideExecutor$Builder	setThreadTimeoutMillis(long)	threadTimeoutMillis	0
com.bumptech.glide.load.engine.executor.GlideExecutor$Builder	setThreadCount(int)	threadCount	0
com.bumptech.glide.load.engine.executor.GlideExecutor$Builder	setThreadFactory(java.util.concurrent.ThreadFactory)	threadFactory	0
com.bumptech.glide.load.engine.executor.GlideExecutor$Builder	setUncaughtThrowableStrategy(com.bumptech.glide.load.engine.executor.GlideExecutor.UncaughtThrowableStrategy)	strategy	0
com.bumptech.glide.load.engine.executor.GlideExecutor$Builder	setName(java.lang.String)	name	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator	MemorySizeCalculator(com.bumptech.glide.load.engine.cache.MemorySizeCalculator.Builder)	builder	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator	getMaxSize(android.app.ActivityManager,float,float)	activityManager	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator	isLowMemoryDevice(android.app.ActivityManager)	activityManager	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator$Builder	Builder(android.content.Context)	context	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator$Builder	setMemoryCacheScreens(float)	memoryCacheScreens	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator$Builder	setBitmapPoolScreens(float)	bitmapPoolScreens	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator$Builder	setMaxSizeMultiplier(float)	maxSizeMultiplier	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator$Builder	setLowMemoryMaxSizeMultiplier(float)	lowMemoryMaxSizeMultiplier	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator$Builder	setArrayPoolSize(int)	arrayPoolSizeBytes	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator$Builder	setActivityManager(android.app.ActivityManager)	activityManager	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator$Builder	setScreenDimensions(com.bumptech.glide.load.engine.cache.MemorySizeCalculator.ScreenDimensions)	screenDimensions	0
com.bumptech.glide.load.engine.cache.MemorySizeCalculator$DisplayMetricsScreenDimensions	DisplayMetricsScreenDimensions(android.util.DisplayMetrics)	displayMetrics	0
com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner	BitmapPreFillRunner(com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool,com.bumptech.glide.load.engine.cache.MemoryCache,com.bumptech.glide.load.engine.prefill.PreFillQueue,com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner.Clock,android.os.Handler)	allocationOrder	2
com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner	BitmapPreFillRunner(com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool,com.bumptech.glide.load.engine.cache.MemoryCache,com.bumptech.glide.load.engine.prefill.PreFillQueue,com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner.Clock,android.os.Handler)	handler	4
com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner	BitmapPreFillRunner(com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool,com.bumptech.glide.load.engine.cache.MemoryCache,com.bumptech.glide.load.engine.prefill.PreFillQueue,com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner.Clock,android.os.Handler)	memoryCache	1
com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner	BitmapPreFillRunner(com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool,com.bumptech.glide.load.engine.cache.MemoryCache,com.bumptech.glide.load.engine.prefill.PreFillQueue,com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner.Clock,android.os.Handler)	clock	3
com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner	BitmapPreFillRunner(com.bumptech.glide.load.engine.bitmap_recycle.BitmapPool,com.bumptech.glide.load.engine.cache.MemoryCache,com.bumptech.glide.load.engine.prefill.PreFillQueue,com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner.Clock,android.os.Handler)	bitmapPool	0
com.bumptech.glide.load.engine.prefill.BitmapPreFillRunner	isGcDetected(long)	startTimeMs	0
com.bumptech.glide.load.engine.prefill.PreFillQueue	PreFillQueue(java.util.Map)	bitmapsPerType	0
com.bumptech.glide.manager.LifecycleRequestManagerRetriever	LifecycleRequestManagerRetriever(com.bumptech.glide.manager.RequestManagerRetriever.RequestManagerFactory)	factory	0
com.bumptech.glide.manager.LifecycleRequestManagerRetriever	getOrCreate(android.content.Context,com.bumptech.glide.Glide,androidx.lifecycle.Lifecycle,androidx.fragment.app.FragmentManager,boolean)	isParentVisible	4
com.bumptech.glide.manager.LifecycleRequestManagerRetriever	getOrCreate(android.content.Context,com.bumptech.glide.Glide,androidx.lifecycle.Lifecycle,androidx.fragment.app.FragmentManager,boolean)	lifecycle	2
com.bumptech.glide.manager.LifecycleRequestManagerRetriever$SupportRequestManagerTreeNode	SupportRequestManagerTreeNode(androidx.fragment.app.FragmentManager)	childFragmentManager	0
com.bumptech.glide.manager.LifecycleRequestManagerRetriever$SupportRequestManagerTreeNode	getChildFragmentsRecursive(androidx.fragment.app.FragmentManager,java.util.Set)	fragmentManager	0
com.bumptech.glide.manager.LifecycleRequestManagerRetriever$SupportRequestManagerTreeNode	getChildFragmentsRecursive(androidx.fragment.app.FragmentManager,java.util.Set)	requestManagers	1
com.bumptech.glide.request.target.ImageViewTargetFactory	buildTarget(android.widget.ImageView,java.lang.Class)	view	0
com.bumptech.glide.request.target.ImageViewTargetFactory	buildTarget(android.widget.ImageView,java.lang.Class)	clazz	1
com.bumptech.glide.request.target.ViewTarget	ViewTarget(T)	view	0
com.bumptech.glide.request.target.ViewTarget	ViewTarget(T,boolean)	waitForLayout	1
com.bumptech.glide.request.target.ViewTarget	setTagId(int)	tagId	0
com.bumptech.glide.request.target.ViewTarget$SizeDeterminer	SizeDeterminer(android.view.View)	view	0
com.bumptech.glide.request.target.ViewTarget$SizeDeterminer	getMaxDisplayLength(android.content.Context)	context	0
com.bumptech.glide.request.target.ViewTarget$SizeDeterminer	getSize(com.bumptech.glide.request.target.SizeReadyCallback)	cb	0
com.bumptech.glide.request.target.ViewTarget$SizeDeterminer	getTargetDimen(int,int,int)	paramSize	1
com.bumptech.glide.request.target.ViewTarget$SizeDeterminer	getTargetDimen(int,int,int)	viewSize	0
com.bumptech.glide.request.target.ViewTarget$SizeDeterminer	getTargetDimen(int,int,int)	paddingSize	2
com.bumptech.glide.request.target.ViewTarget$SizeDeterminer	isDimensionValid(int)	size	0
com.bumptech.glide.request.target.ViewTarget$SizeDeterminer$SizeDeterminerLayoutListener	SizeDeterminerLayoutListener(com.bumptech.glide.request.target.ViewTarget.SizeDeterminer)	sizeDeterminer	0
com.bumptech.glide.request.target.BaseTarget	setRequest(com.bumptech.glide.request.Request)	request	0
com.bumptech.glide.load.engine.Jobs	removeIfCurrent(com.bumptech.glide.load.Key,com.bumptech.glide.load.engine.EngineJob)	expected	1
com.bumptech.glide.load.engine.Jobs	getJobMap(boolean)	onlyRetrieveFromCache	0
com.bumptech.glide.load.engine.EngineKeyFactory	buildKey(java.lang.Object,com.bumptech.glide.load.Key,int,int,java.util.Map,java.lang.Class,java.lang.Class,com.bumptech.glide.load.Options)	height	3
com.bumptech.glide.load.engine.EngineKeyFactory	buildKey(java.lang.Object,com.bumptech.glide.load.Key,int,int,java.util.Map,java.lang.Class,java.lang.Class,com.bumptech.glide.load.Options)	width	2
com.bumptech.glide.load.engine.EngineKeyFactory	buildKey(java.lang.Object,com.bumptech.glide.load.Key,int,int,java.util.Map,java.lang.Class,java.lang.Class,com.bumptech.glide.load.Options)	resourceClass	5
com.bumptech.glide.load.engine.EngineKeyFactory	buildKey(java.lang.Object,com.bumptech.glide.load.Key,int,int,java.util.Map,java.lang.Class,java.lang.Class,com.bumptech.glide.load.Options)	transcodeClass	6
com.bumptech.glide.load.engine.EngineKeyFactory	buildKey(java.lang.Object,com.bumptech.glide.load.Key,int,int,java.util.Map,java.lang.Class,java.lang.Class,com.bumptech.glide.load.Options)	options	7
com.bumptech.glide.load.engine.EngineKeyFactory	buildKey(java.lang.Object,com.bumptech.glide.load.Key,int,int,java.util.Map,java.lang.Class,java.lang.Class,com.bumptech.glide.load.Options)	signature	1
com.bumptech.glide.load.engine.EngineKeyFactory	buildKey(java.lang.Object,com.bumptech.glide.load.Key,int,int,java.util.Map,java.lang.Class,java.lang.Class,com.bumptech.glide.load.Options)	model	0
com.bumptech.glide.load.engine.EngineKeyFactory	buildKey(java.lang.Object,com.bumptech.glide.load.Key,int,int,java.util.Map,java.lang.Class,java.lang.Class,com.bumptech.glide.load.Options)	transformations	4
com.bumptech.glide.load.engine.ResourceRecycler	recycle(com.bumptech.glide.load.engine.Resource,boolean)	resource	0
com.bumptech.glide.load.engine.ResourceRecycler	recycle(com.bumptech.glide.load.engine.Resource,boolean)	forceNextFrame	1
com.bumptech.glide.load.engine.ResourceRecycler$ResourceRecyclerCallback	handleMessage(android.os.Message)	message	0
com.bumptech.glide.util.pool.FactoryPools$3	reset(java.util.List)	object	0
com.bumptech.glide.util.pool.FactoryPools	build(androidx.core.util.Pools.Pool,com.bumptech.glide.util.pool.FactoryPools.Factory,com.bumptech.glide.util.pool.FactoryPools.Resetter)	resetter	2
com.bumptech.glide.util.pool.FactoryPools	build(androidx.core.util.Pools.Pool,com.bumptech.glide.util.pool.FactoryPools.Factory,com.bumptech.glide.util.pool.FactoryPools.Resetter)	factory	1
com.bumptech.glide.util.pool.FactoryPools	build(androidx.core.util.Pools.Pool,com.bumptech.glide.util.pool.FactoryPools.Factory,com.bumptech.glide.util.pool.FactoryPools.Resetter)	pool	0
com.bumptech.glide.util.pool.FactoryPools$FactoryPool	FactoryPool(androidx.core.util.Pools.Pool,com.bumptech.glide.util.pool.FactoryPools.Factory,com.bumptech.glide.util.pool.FactoryPools.Resetter)	pool	0
com.bumptech.glide.util.pool.FactoryPools$FactoryPool	FactoryPool(androidx.core.util.Pools.Pool,com.bumptech.glide.util.pool.FactoryPools.Factory,com.bumptech.glide.util.pool.FactoryPools.Resetter)	resetter	2
com.bumptech.glide.util.pool.FactoryPools$FactoryPool	FactoryPool(androidx.core.util.Pools.Pool,com.bumptech.glide.util.pool.FactoryPools.Factory,com.bumptech.glide.util.pool.FactoryPools.Resetter)	factory	1
com.bumptech.glide.util.pool.FactoryPools$FactoryPool	release(T)	instance	0
com.bumptech.glide.load.engine.DecodeJob	DecodeJob(com.bumptech.glide.load.engine.DecodeJob.DiskCacheProvider,androidx.core.util.Pools.Pool)	pool	1
com.bumptech.glide.load.engine.DecodeJob	DecodeJob(com.bumptech.glide.load.engine.DecodeJob.DiskCacheProvider,androidx.core.util.Pools.Pool)	diskCacheProvider	0
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	height	5
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	priority	8
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	signature	3
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	width	4
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	model	1
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	loadKey	2
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	options	14
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	callback	15
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	order	16
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	glideContext	0
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	diskCacheStrategy	9
com.bumptech.glide.load.engine.DecodeJob	init(com.bumptech.glide.GlideContext,java.lang.Object,com.bumptech.glide.load.engine.EngineKey,com.bumptech.glide.load.Key,int,int,java.lang.Class,java.lang.Class,com.bumptech.glide.Priority,com.bumptech.glide.load.engine.DiskCacheStrategy,java.util.Map,boolean,boolean,boolean,com.bumptech.glide.load.Options,com.bumptech.glide.load.engine.DecodeJob.Callback,int)	onlyRetrieveFromCache	13
com.bumptech.glide.load.engine.DecodeJob	compareTo(com.bumptech.glide.load.engine.DecodeJob)	other	0
com.bumptech.glide.load.engine.DecodeJob	getNextStage(com.bumptech.glide.load.engine.DecodeJob.Stage)	current	0
com.bumptech.glide.load.engine.DecodeJob	reschedule(com.bumptech.glide.load.engine.DecodeJob.RunReason)	runReason	0
com.bumptech.glide.load.engine.DecodeJob	onDataFetcherReady(com.bumptech.glide.load.Key,java.lang.Object,com.bumptech.glide.load.data.DataFetcher,com.bumptech.glide.load.DataSource,com.bumptech.glide.load.Key)	sourceKey	0
com.bumptech.glide.load.engine.DecodeJob	onDataFetcherReady(com.bumptech.glide.load.Key,java.lang.Object,com.bumptech.glide.load.data.DataFetcher,com.bumptech.glide.load.DataSource,com.bumptech.glide.load.Key)	attemptedKey	4
