message_type	message	enc_class	enc_member	offset	path	target_kind	target_class	target_method	target_param	target_index	target_path	infos
METHOD_NO_INIT	initializer method does not guarantee @NonNull field config (line 85) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.bitmap_recycle.AttributeStrategy$Key	Key(com.bumptech.glide.load.engine.bitmap_recycle.AttributeStrategy.KeyPool)	2247	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/bitmap_recycle/AttributeStrategy.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields sourceKey (line 25), modelLoaders (line 26), loadData (line 28), cacheFile (line 31), currentKey (line 34) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.ResourceCacheGenerator	ResourceCacheGenerator(com.bumptech.glide.load.engine.DecodeHelper,com.bumptech.glide.load.engine.DataFetcherGenerator.FetcherReadyCallback)	1241	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.ResourceCacheGenerator	startNext()	3253	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java	FIELD	com.bumptech.glide.load.engine.ResourceCacheGenerator	null	cacheFile	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.ResourceCacheGenerator	startNext()	3486	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java	FIELD	com.bumptech.glide.load.engine.ResourceCacheGenerator	null	loadData	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.ResourceCacheGenerator	startNext()	3672	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java	FIELD	com.bumptech.glide.load.engine.ResourceCacheGenerator	null	loadData	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java
WRONG_OVERRIDE_PARAM	parameter data is @NonNull, but parameter in superclass method com.bumptech.glide.load.data.DataFetcher.DataCallback.onDataReady(T) is @Nullable	com.bumptech.glide.load.engine.ResourceCacheGenerator	onDataReady(java.lang.Object)	4323	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java	PARAMETER	com.bumptech.glide.load.engine.ResourceCacheGenerator	onDataReady(java.lang.Object)	data	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields sourceCacheGenerator (line 38), dataToCache (line 39), loadData (line 40), originalKey (line 41) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.SourceGenerator	SourceGenerator(com.bumptech.glide.load.engine.DecodeHelper,com.bumptech.glide.load.engine.DataFetcherGenerator.FetcherReadyCallback)	1745	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.SourceGenerator	startNext()	2100	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java	FIELD	com.bumptech.glide.load.engine.SourceGenerator	null	dataToCache	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.SourceGenerator	startNext()	3206	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java	FIELD	com.bumptech.glide.load.engine.SourceGenerator	null	sourceCacheGenerator	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.SourceGenerator	startNext()	3240	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java	FIELD	com.bumptech.glide.load.engine.SourceGenerator	null	loadData	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java
PASS_NULLABLE	passing @Nullable parameter 'data' where @NonNull is required	com.bumptech.glide.load.engine.SourceGenerator$1	onDataReady(java.lang.Object)	3981	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java	PARAMETER	com.bumptech.glide.load.engine.SourceGenerator	onDataReadyInternal(com.bumptech.glide.load.model.ModelLoader.LoadData,java.lang.Object)	data	1	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java
WRONG_OVERRIDE_PARAM	parameter data is @NonNull, but parameter in superclass method com.bumptech.glide.load.engine.DataFetcherGenerator.FetcherReadyCallback.onDataFetcherReady(com.bumptech.glide.load.Key,java.lang.Object,com.bumptech.glide.load.data.DataFetcher<?>,com.bumptech.glide.load.DataSource,com.bumptech.glide.load.Key) is @Nullable	com.bumptech.glide.load.engine.SourceGenerator	onDataFetcherReady(com.bumptech.glide.load.Key,java.lang.Object,com.bumptech.glide.load.data.DataFetcher,com.bumptech.glide.load.DataSource,com.bumptech.glide.load.Key)	8532	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java	PARAMETER	com.bumptech.glide.load.engine.SourceGenerator	onDataFetcherReady(com.bumptech.glide.load.Key,java.lang.Object,com.bumptech.glide.load.data.DataFetcher,com.bumptech.glide.load.DataSource,com.bumptech.glide.load.Key)	data	1	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/SourceGenerator.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields sourceKey (line 24), modelLoaders (line 25), loadData (line 27), cacheFile (line 30) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.DataCacheGenerator	DataCacheGenerator(java.util.List,com.bumptech.glide.load.engine.DecodeHelper,com.bumptech.glide.load.engine.DataFetcherGenerator.FetcherReadyCallback)	1457	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DataCacheGenerator	startNext()	2299	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java	FIELD	com.bumptech.glide.load.engine.DataCacheGenerator	null	cacheFile	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DataCacheGenerator	startNext()	2538	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java	FIELD	com.bumptech.glide.load.engine.DataCacheGenerator	null	loadData	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.DataCacheGenerator	startNext()	2724	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java	FIELD	com.bumptech.glide.load.engine.DataCacheGenerator	null	loadData	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java
WRONG_OVERRIDE_PARAM	parameter data is @NonNull, but parameter in superclass method com.bumptech.glide.load.data.DataFetcher.DataCallback.onDataReady(T) is @Nullable	com.bumptech.glide.load.engine.DataCacheGenerator	onDataReady(java.lang.Object)	3374	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java	PARAMETER	com.bumptech.glide.load.engine.DataCacheGenerator	onDataReady(java.lang.Object)	data	0	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field listener (line 12) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.cache.LruResourceCache	LruResourceCache(long)	635	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/LruResourceCache.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.cache.ExternalCacheDiskCacheFactory$1	getCacheDirectory()	1245	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/ExternalCacheDiskCacheFactory.java	METHOD	com.bumptech.glide.load.engine.cache.ExternalCacheDiskCacheFactory$1	getCacheDirectory()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/ExternalCacheDiskCacheFactory.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.cache.DiskLruCacheFactory	build()	2107	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheFactory.java	METHOD	com.bumptech.glide.load.engine.cache.DiskLruCacheFactory	build()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheFactory.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.cache.DiskLruCacheFactory	build()	2259	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheFactory.java	METHOD	com.bumptech.glide.load.engine.cache.DiskLruCacheFactory	build()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheFactory.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field diskLruCache (line 31) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.engine.cache.DiskLruCacheWrapper	DiskLruCacheWrapper(java.io.File,long)	2373	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheWrapper.java	null	null	null	null	null	null
FIELD_NO_INIT	@NonNull static field wrapper not initialized	com.bumptech.glide.load.engine.cache.DiskLruCacheWrapper	wrapper	719	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheWrapper.java	FIELD	com.bumptech.glide.load.engine.cache.DiskLruCacheWrapper	null	wrapper	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheWrapper.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.cache.DiskLruCacheWrapper	get(com.bumptech.glide.load.Key)	3667	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheWrapper.java	METHOD	com.bumptech.glide.load.engine.cache.DiskLruCacheWrapper	get(com.bumptech.glide.load.Key)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheWrapper.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.engine.cache.DiskLruCacheWrapper	resetDiskCache()	6032	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheWrapper.java	FIELD	com.bumptech.glide.load.engine.cache.DiskLruCacheWrapper	null	diskLruCache	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskLruCacheWrapper.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.cache.InternalCacheDiskCacheFactory$1	getCacheDirectory()	1070	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/InternalCacheDiskCacheFactory.java	METHOD	com.bumptech.glide.load.engine.cache.InternalCacheDiskCacheFactory$1	getCacheDirectory()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/InternalCacheDiskCacheFactory.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.cache.DiskCacheAdapter	get(com.bumptech.glide.load.Key)	317	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskCacheAdapter.java	METHOD	com.bumptech.glide.load.engine.cache.DiskCacheAdapter	get(com.bumptech.glide.load.Key)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/DiskCacheAdapter.java
FIELD_NO_INIT	@NonNull field listener not initialized	com.bumptech.glide.load.engine.cache.MemoryCacheAdapter	listener	340	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/MemoryCacheAdapter.java	FIELD	com.bumptech.glide.load.engine.cache.MemoryCacheAdapter	null	listener	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/MemoryCacheAdapter.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.engine.cache.ExternalPreferredCacheDiskCacheFactory$1	getCacheDirectory()	2232	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/ExternalPreferredCacheDiskCacheFactory.java	METHOD	com.bumptech.glide.load.engine.cache.ExternalPreferredCacheDiskCacheFactory$1	getCacheDirectory()	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/engine/cache/ExternalPreferredCacheDiskCacheFactory.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field data (line 20) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.data.AssetPathFetcher	AssetPathFetcher(android.content.res.AssetManager,java.lang.String)	708	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/AssetPathFetcher.java	null	null	null	null	null	null
METHOD_NO_INIT	initializer method does not guarantee @NonNull field data (line 23) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.data.LocalUriFetcher	LocalUriFetcher(android.content.ContentResolver,android.net.Uri)	1274	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/LocalUriFetcher.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.data.BufferedOutputStream	release()	2697	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/BufferedOutputStream.java	FIELD	com.bumptech.glide.load.data.BufferedOutputStream	null	buffer	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/BufferedOutputStream.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull fields urlConnection (line 38), stream (line 39) are initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.data.HttpUrlFetcher	HttpUrlFetcher(com.bumptech.glide.load.model.GlideUrl,int,com.bumptech.glide.load.data.HttpUrlFetcher.HttpUrlConnectionFactory)	1670	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/HttpUrlFetcher.java	null	null	null	null	null	null
PASS_NULLABLE	passing @Nullable parameter 'null' where @NonNull is required	com.bumptech.glide.load.data.HttpUrlFetcher	loadData(com.bumptech.glide.Priority,com.bumptech.glide.load.data.DataFetcher.DataCallback)	2100	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/HttpUrlFetcher.java	PARAMETER	com.bumptech.glide.load.data.HttpUrlFetcher	loadDataWithRedirects(java.net.URL,int,java.net.URL,java.util.Map)	lastUrl	2	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/HttpUrlFetcher.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.data.HttpUrlFetcher	loadDataWithRedirects(java.net.URL,int,java.net.URL,java.util.Map)	3838	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/HttpUrlFetcher.java	METHOD	com.bumptech.glide.load.data.HttpUrlFetcher	loadDataWithRedirects(java.net.URL,int,java.net.URL,java.util.Map)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/HttpUrlFetcher.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.data.HttpUrlFetcher	cleanup()	7690	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/HttpUrlFetcher.java	FIELD	com.bumptech.glide.load.data.HttpUrlFetcher	null	urlConnection	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/HttpUrlFetcher.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream	release()	4090	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/RecyclableBufferedInputStream.java	FIELD	com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream	null	buf	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/RecyclableBufferedInputStream.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream	close()	4424	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/RecyclableBufferedInputStream.java	FIELD	com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream	null	buf	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/RecyclableBufferedInputStream.java
METHOD_NO_INIT	initializer method does not guarantee @NonNull field inputStream (line 30) is initialized along all control-flow paths (remember to check for exceptions or early returns).	com.bumptech.glide.load.data.mediastore.ThumbFetcher	ThumbFetcher(android.net.Uri,com.bumptech.glide.load.data.mediastore.ThumbnailStreamOpener)	1927	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/mediastore/ThumbFetcher.java	null	null	null	null	null	null
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.data.mediastore.ThumbnailStreamOpener	open(android.net.Uri)	2389	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/mediastore/ThumbnailStreamOpener.java	METHOD	com.bumptech.glide.load.data.mediastore.ThumbnailStreamOpener	open(android.net.Uri)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/mediastore/ThumbnailStreamOpener.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.data.mediastore.ThumbnailStreamOpener	open(android.net.Uri)	2476	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/mediastore/ThumbnailStreamOpener.java	METHOD	com.bumptech.glide.load.data.mediastore.ThumbnailStreamOpener	open(android.net.Uri)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/data/mediastore/ThumbnailStreamOpener.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.resource.DefaultOnHeaderDecodedListener	DefaultOnHeaderDecodedListener(int,int,com.bumptech.glide.load.Options)	1951	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/DefaultOnHeaderDecodedListener.java	FIELD	com.bumptech.glide.load.resource.DefaultOnHeaderDecodedListener	null	decodeFormat	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/DefaultOnHeaderDecodedListener.java
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.resource.DefaultOnHeaderDecodedListener	DefaultOnHeaderDecodedListener(int,int,com.bumptech.glide.load.Options)	2010	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/DefaultOnHeaderDecodedListener.java	FIELD	com.bumptech.glide.load.resource.DefaultOnHeaderDecodedListener	null	strategy	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/DefaultOnHeaderDecodedListener.java
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.resource.DefaultOnHeaderDecodedListener	DefaultOnHeaderDecodedListener(int,int,com.bumptech.glide.load.Options)	2099	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/DefaultOnHeaderDecodedListener.java	null	null	null	null	null	null
ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	com.bumptech.glide.load.resource.DefaultOnHeaderDecodedListener	DefaultOnHeaderDecodedListener(int,int,com.bumptech.glide.load.Options)	2221	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/DefaultOnHeaderDecodedListener.java	FIELD	com.bumptech.glide.load.resource.DefaultOnHeaderDecodedListener	null	preferredColorSpace	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/DefaultOnHeaderDecodedListener.java
FIELD_NO_INIT	@NonNull static field instance not initialized	com.bumptech.glide.load.resource.bitmap.HardwareConfigState	instance	2904	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/HardwareConfigState.java	FIELD	com.bumptech.glide.load.resource.bitmap.HardwareConfigState	null	instance	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/HardwareConfigState.java
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.resource.bitmap.Downsampler	decode(com.bumptech.glide.load.resource.bitmap.ImageReader,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	11718	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java	null	null	null	null	null	null
UNBOX_NULLABLE	unboxing of a @Nullable value	com.bumptech.glide.load.resource.bitmap.Downsampler	decode(com.bumptech.glide.load.resource.bitmap.ImageReader,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	11859	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java	null	null	null	null	null	null
PASS_NULLABLE	passing @Nullable parameter 'downsampleStrategy' where @NonNull is required	com.bumptech.glide.load.resource.bitmap.Downsampler	decode(com.bumptech.glide.load.resource.bitmap.ImageReader,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	11984	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java	PARAMETER	com.bumptech.glide.load.resource.bitmap.Downsampler	decodeFromWrappedStreams(com.bumptech.glide.load.resource.bitmap.ImageReader,android.graphics.BitmapFactory.Options,com.bumptech.glide.load.resource.bitmap.DownsampleStrategy,com.bumptech.glide.load.DecodeFormat,com.bumptech.glide.load.PreferredColorSpace,boolean,int,int,boolean,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	downsampleStrategy	2	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java
PASS_NULLABLE	passing @Nullable parameter 'decodeFormat' where @NonNull is required	com.bumptech.glide.load.resource.bitmap.Downsampler	decode(com.bumptech.glide.load.resource.bitmap.ImageReader,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	11984	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java	PARAMETER	com.bumptech.glide.load.resource.bitmap.Downsampler	decodeFromWrappedStreams(com.bumptech.glide.load.resource.bitmap.ImageReader,android.graphics.BitmapFactory.Options,com.bumptech.glide.load.resource.bitmap.DownsampleStrategy,com.bumptech.glide.load.DecodeFormat,com.bumptech.glide.load.PreferredColorSpace,boolean,int,int,boolean,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	decodeFormat	3	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java
PASS_NULLABLE	passing @Nullable parameter 'preferredColorSpace' where @NonNull is required	com.bumptech.glide.load.resource.bitmap.Downsampler	decode(com.bumptech.glide.load.resource.bitmap.ImageReader,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	11984	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java	PARAMETER	com.bumptech.glide.load.resource.bitmap.Downsampler	decodeFromWrappedStreams(com.bumptech.glide.load.resource.bitmap.ImageReader,android.graphics.BitmapFactory.Options,com.bumptech.glide.load.resource.bitmap.DownsampleStrategy,com.bumptech.glide.load.DecodeFormat,com.bumptech.glide.load.PreferredColorSpace,boolean,int,int,boolean,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	preferredColorSpace	4	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java
RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	com.bumptech.glide.load.resource.bitmap.Downsampler	decode(com.bumptech.glide.load.resource.bitmap.ImageReader,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	12348	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java	METHOD	com.bumptech.glide.load.resource.bitmap.Downsampler	decode(com.bumptech.glide.load.resource.bitmap.ImageReader,int,int,com.bumptech.glide.load.Options,com.bumptech.glide.load.resource.bitmap.Downsampler.DecodeCallbacks)	null	null	/home/nima/Developer/nullness-benchmarks/glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java
